id,speciality_code,test_code,name_uz,name_cy,name_ru,name_en,created_at,updated_at,admission,type,year,subject_1,subject_2,subject_3
41591,5110400096,,Biologiya (Mo'ynoq tumani),Biologiya (Mo'ynoq tumani),Biologiya (Mo'ynoq tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:50;s:7:""quote_p"";d:60;s:7:""place_c"";d:9.5;s:7:""place_p"";i:8;s:10:""ball_con_c"";d:148.09999999999999;s:10:""ball_con_p"";d:126;s:14:""avg_ball_con_c"";d:167.90000000000001;s:14:""avg_ball_con_p"";d:143.69999999999999;s:10:""ball_gra_c"";d:207.5;s:10:""ball_gra_p"";d:179.09999999999999;s:14:""avg_ball_gra_c"";d:214;s:14:""avg_ball_gra_p"";d:195.09999999999999;}",0,2020,101,21,22
41592,5110400102,,Biologiya (Taxtako'pir tumani),Biologiya (Taxtako'pir tumani),Biologiya (Taxtako'pir tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:60;s:7:""quote_p"";d:30;s:7:""place_c"";i:7;s:7:""place_p"";d:12.5;s:10:""ball_con_c"";d:121.2;s:10:""ball_con_p"";d:133.09999999999999;s:14:""avg_ball_con_c"";d:136.80000000000001;s:14:""avg_ball_con_p"";d:159.80000000000001;s:10:""ball_gra_c"";d:168.09999999999999;s:10:""ball_gra_p"";d:213.19999999999999;s:14:""avg_ball_gra_c"";d:187.69999999999999;s:14:""avg_ball_gra_p"";d:217.80000000000001;}",0,2020,101,21,22
41593,5110500094,,Geografiya va iqtisodiy bilim asoslari (Ellikkala tumani),Geografiya va iqtisodiy bilim asoslari (Ellikkala tumani),Geografiya va iqtisodiy bilim asoslari (Ellikkala tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:90;s:7:""quote_p"";d:120;s:7:""place_c"";d:7.5;s:7:""place_p"";i:8;s:10:""ball_con_c"";d:139.09999999999999;s:10:""ball_con_p"";d:141.5;s:14:""avg_ball_con_c"";d:151.09999999999999;s:14:""avg_ball_con_p"";d:152.30000000000001;s:10:""ball_gra_c"";d:175.09999999999999;s:10:""ball_gra_p"";d:174;s:14:""avg_ball_gra_c"";d:192.40000000000001;s:14:""avg_ball_gra_p"";d:191.69999999999999;}",0,2020,101,21,22
41594,5110500102,,Geografiya va iqtisodiy bilim asoslari (Taxtako'pir tumani),Geografiya va iqtisodiy bilim asoslari (Taxtako'pir tumani),Geografiya va iqtisodiy bilim asoslari (Taxtako'pir tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:100;s:7:""quote_p"";d:70;s:7:""place_c"";d:15.5;s:7:""place_p"";d:12.5;s:10:""ball_con_c"";d:123.3;s:10:""ball_con_p"";d:142.5;s:14:""avg_ball_con_c"";d:151.59999999999999;s:14:""avg_ball_con_p"";d:166.40000000000001;s:10:""ball_gra_c"";d:208.09999999999999;s:10:""ball_gra_p"";d:214.09999999999999;s:14:""avg_ball_gra_c"";d:214.40000000000001;s:14:""avg_ball_gra_p"";d:218.40000000000001;}",0,2020,101,21,22
41595,5110600094,,Tarix (Ellikkala tumani),Tarix (Ellikkala tumani),Tarix (Ellikkala tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:110;s:7:""place_c"";d:8.5;s:7:""place_p"";i:14;s:10:""ball_con_c"";d:130;s:10:""ball_con_p"";d:133.09999999999999;s:14:""avg_ball_con_c"";d:153.40000000000001;s:14:""avg_ball_con_p"";d:159.40000000000001;s:10:""ball_gra_c"";d:200.09999999999999;s:10:""ball_gra_p"";d:212.09999999999999;s:14:""avg_ball_gra_c"";d:209.09999999999999;s:14:""avg_ball_gra_p"";d:217.09999999999999;}",0,2020,101,21,22
41596,5110600103,,Tarix (To'rtko'l tumani),Tarix (To'rtko'l tumani),Tarix (To'rtko'l tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:20;s:7:""place_c"";d:16.5;s:7:""place_p"";i:13;s:10:""ball_con_c"";d:143.30000000000001;s:10:""ball_con_p"";d:156.09999999999999;s:14:""avg_ball_con_c"";d:160.30000000000001;s:14:""avg_ball_con_p"";d:172.5;s:10:""ball_gra_c"";d:194.19999999999999;s:10:""ball_gra_p"";d:205.19999999999999;s:14:""avg_ball_gra_c"";d:205.09999999999999;s:14:""avg_ball_gra_p"";d:212.5;}",0,2020,101,21,22
41597,5110900094,,Pedagogika va psixologiya (Ellikkala tumani),Pedagogika va psixologiya (Ellikkala tumani),Pedagogika va psixologiya (Ellikkala tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:50;s:7:""quote_p"";d:90;s:7:""place_c"";i:9;s:7:""place_p"";i:11;s:10:""ball_con_c"";d:121.3;s:10:""ball_con_p"";d:136.30000000000001;s:14:""avg_ball_con_c"";d:140.59999999999999;s:14:""avg_ball_con_p"";d:144.59999999999999;s:10:""ball_gra_c"";d:179.09999999999999;s:10:""ball_gra_p"";d:161.09999999999999;s:14:""avg_ball_gra_c"";d:195.09999999999999;s:14:""avg_ball_gra_p"";d:183.09999999999999;}",0,2020,101,21,22
41598,5110900102,,Pedagogika va psixologiya (Taxtako'pir tumani),Pedagogika va psixologiya (Taxtako'pir tumani),Pedagogika va psixologiya (Taxtako'pir tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:80;s:7:""quote_p"";d:110;s:7:""place_c"";d:16.5;s:7:""place_p"";i:17;s:10:""ball_con_c"";d:137.09999999999999;s:10:""ball_con_p"";d:150.09999999999999;s:14:""avg_ball_con_c"";d:162.09999999999999;s:14:""avg_ball_con_p"";d:166.09999999999999;s:10:""ball_gra_c"";d:212.09999999999999;s:10:""ball_gra_p"";d:198.19999999999999;s:14:""avg_ball_gra_c"";d:217.09999999999999;s:14:""avg_ball_gra_p"";d:207.80000000000001;}",0,2020,101,21,22
41599,5111302096,,Ona tili va adabiyot: qoraqalpoq tili va adabiyoti (Mo'ynoq tumani),Ona tili va adabiyot: qoraqalpoq tili va adabiyoti (Mo'ynoq tumani),Ona tili va adabiyot: qoraqalpoq tili va adabiyoti (Mo'ynoq tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:20;s:7:""quote_p"";d:60;s:7:""place_c"";d:15.5;s:7:""place_p"";d:4.5;s:10:""ball_con_c"";d:127.2;s:10:""ball_con_p"";d:160.30000000000001;s:14:""avg_ball_con_c"";d:154.59999999999999;s:14:""avg_ball_con_p"";d:170.69999999999999;s:10:""ball_gra_c"";d:209.30000000000001;s:10:""ball_gra_p"";d:191.5;s:14:""avg_ball_gra_c"";d:215.19999999999999;s:14:""avg_ball_gra_p"";d:203.30000000000001;}",0,2020,101,21,22
41600,5111302102,,Ona tili va adabiyot: qoraqalpoq tili va adabiyoti (Taxtako'pir tumani),Ona tili va adabiyot: qoraqalpoq tili va adabiyoti (Taxtako'pir tumani),Ona tili va adabiyot: qoraqalpoq tili va adabiyoti (Taxtako'pir tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:30;s:7:""quote_p"";d:70;s:7:""place_c"";i:6;s:7:""place_p"";d:9.5;s:10:""ball_con_c"";d:153.19999999999999;s:10:""ball_con_p"";d:160.30000000000001;s:14:""avg_ball_con_c"";d:156.19999999999999;s:14:""avg_ball_con_p"";d:164.90000000000001;s:10:""ball_gra_c"";d:162.09999999999999;s:10:""ball_gra_p"";d:174.09999999999999;s:14:""avg_ball_gra_c"";d:183.69999999999999;s:14:""avg_ball_gra_p"";d:191.69999999999999;}",0,2020,101,21,22
41601,5111302103,,Ona tili va adabiyot: qoraqalpoq tili va adabiyoti (To'rtko'l tumani),Ona tili va adabiyot: qoraqalpoq tili va adabiyoti (To'rtko'l tumani),Ona tili va adabiyot: qoraqalpoq tili va adabiyoti (To'rtko'l tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:50;s:7:""quote_p"";d:110;s:7:""place_c"";d:9.5;s:7:""place_p"";d:7.5;s:10:""ball_con_c"";d:151.30000000000001;s:10:""ball_con_p"";d:141.09999999999999;s:14:""avg_ball_con_c"";d:171.90000000000001;s:14:""avg_ball_con_p"";d:151.09999999999999;s:10:""ball_gra_c"";d:213.19999999999999;s:10:""ball_gra_p"";d:171.09999999999999;s:14:""avg_ball_gra_c"";d:217.80000000000001;s:14:""avg_ball_gra_p"";d:189.69999999999999;}",0,2020,101,21,22
41602,5111400094,,Xorijiy til va adabiyoti: ingliz tili (Ellikkala tumani),Xorijiy til va adabiyoti: ingliz tili (Ellikkala tumani),Xorijiy til va adabiyoti: ingliz tili (Ellikkala tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:110;s:7:""quote_p"";d:90;s:7:""place_c"";d:15.5;s:7:""place_p"";d:7.5;s:10:""ball_con_c"";d:149.09999999999999;s:10:""ball_con_p"";d:124.2;s:14:""avg_ball_con_c"";d:154.69999999999999;s:14:""avg_ball_con_p"";d:151.30000000000001;s:10:""ball_gra_c"";d:166;s:10:""ball_gra_p"";d:205.5;s:14:""avg_ball_gra_c"";d:186.30000000000001;s:14:""avg_ball_gra_p"";d:212.69999999999999;}",0,2020,101,21,22
41603,5111400096,,Xorijiy til va adabiyoti: ingliz tili (Mo'ynoq tumani),Xorijiy til va adabiyoti: ingliz tili (Mo'ynoq tumani),Xorijiy til va adabiyoti: ingliz tili (Mo'ynoq tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:110;s:7:""quote_p"";d:10;s:7:""place_c"";d:4.5;s:7:""place_p"";d:15.5;s:10:""ball_con_c"";d:144.5;s:10:""ball_con_p"";d:148.30000000000001;s:14:""avg_ball_con_c"";d:158.80000000000001;s:14:""avg_ball_con_p"";d:158;s:10:""ball_gra_c"";d:187.5;s:10:""ball_gra_p"";d:177.30000000000001;s:14:""avg_ball_gra_c"";d:200.69999999999999;s:14:""avg_ball_gra_p"";d:193.90000000000001;}",0,2020,101,21,22
41604,5111400102,,Xorijiy til va adabiyoti: ingliz tili (Taxtako'pir tumani),Xorijiy til va adabiyoti: ingliz tili (Taxtako'pir tumani),Xorijiy til va adabiyoti: ingliz tili (Taxtako'pir tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:90;s:7:""quote_p"";d:70;s:7:""place_c"";i:6;s:7:""place_p"";d:6.5;s:10:""ball_con_c"";d:144.19999999999999;s:10:""ball_con_p"";d:122.3;s:14:""avg_ball_con_c"";d:151.30000000000001;s:14:""avg_ball_con_p"";d:152;s:10:""ball_gra_c"";d:165.5;s:10:""ball_gra_p"";d:211.5;s:14:""avg_ball_gra_c"";d:186;s:14:""avg_ball_gra_p"";d:216.69999999999999;}",0,2020,101,21,22
41605,5111400103,,Xorijiy til va adabiyoti: ingliz tili (To'rtko'l tumani),Xorijiy til va adabiyoti: ingliz tili (To'rtko'l tumani),Xorijiy til va adabiyoti: ingliz tili (To'rtko'l tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:40;s:7:""quote_p"";d:90;s:7:""place_c"";d:7.5;s:7:""place_p"";d:12.5;s:10:""ball_con_c"";d:131.19999999999999;s:10:""ball_con_p"";d:148.09999999999999;s:14:""avg_ball_con_c"";d:153.19999999999999;s:14:""avg_ball_con_p"";d:156.40000000000001;s:10:""ball_gra_c"";d:197.30000000000001;s:10:""ball_gra_p"";d:173;s:14:""avg_ball_gra_c"";d:207.19999999999999;s:14:""avg_ball_gra_p"";d:191;}",0,2020,101,21,22
41606,5111600094,,"Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi (Ellikkala tumani)","Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi (Ellikkala tumani)","Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi (Ellikkala tumani)",,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:80;s:7:""quote_p"";d:70;s:7:""place_c"";d:10.5;s:7:""place_p"";i:17;s:10:""ball_con_c"";d:156.5;s:10:""ball_con_p"";d:144.19999999999999;s:14:""avg_ball_con_c"";d:168.69999999999999;s:14:""avg_ball_con_p"";d:165.5;s:10:""ball_gra_c"";d:193.09999999999999;s:10:""ball_gra_p"";d:208.09999999999999;s:14:""avg_ball_gra_c"";d:204.40000000000001;s:14:""avg_ball_gra_p"";d:214.40000000000001;}",0,2020,101,21,22
41607,5111600096,,"Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi (Mo'ynoq tumani)","Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi (Mo'ynoq tumani)","Milliy g‘oya, ma’naviyat asoslari va huquq ta’limi (Mo'ynoq tumani)",,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:100;s:7:""quote_p"";d:90;s:7:""place_c"";d:14.5;s:7:""place_p"";d:8.5;s:10:""ball_con_c"";d:127.09999999999999;s:10:""ball_con_p"";d:133.19999999999999;s:14:""avg_ball_con_c"";d:147.69999999999999;s:14:""avg_ball_con_p"";d:148.30000000000001;s:10:""ball_gra_c"";d:189;s:10:""ball_gra_p"";d:178.5;s:14:""avg_ball_gra_c"";d:201.69999999999999;s:14:""avg_ball_gra_p"";d:194.69999999999999;}",0,2020,101,21,22
41608,5111305,,Ona tili va adabiyoti: qozoq tili va adabiyoti,Ona tili va adabiyoti: qozoq tili va adabiyoti,Ona tili va adabiyoti: qozoq tili va adabiyoti,,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:60;s:7:""quote_p"";d:70;s:7:""place_c"";i:7;s:7:""place_p"";i:5;s:10:""ball_con_c"";d:131.09999999999999;s:10:""ball_con_p"";d:131.5;s:14:""avg_ball_con_c"";d:143.09999999999999;s:14:""avg_ball_con_p"";d:153.69999999999999;s:10:""ball_gra_c"";d:167.09999999999999;s:10:""ball_gra_p"";d:198.09999999999999;s:14:""avg_ball_gra_c"";d:187.09999999999999;s:14:""avg_ball_gra_p"";d:207.69999999999999;}",0,2020,101,21,22
41609,5111300,,Ona tili va adabiyoti: turkman tili va adabiyoti,Ona tili va adabiyoti: turkman tili va adabiyoti,Ona tili va adabiyoti: turkman tili va adabiyoti,,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:70;s:7:""place_c"";d:7.5;s:7:""place_p"";d:5.5;s:10:""ball_con_c"";d:137.19999999999999;s:10:""ball_con_p"";d:124.09999999999999;s:14:""avg_ball_con_c"";d:153.5;s:14:""avg_ball_con_p"";d:137.09999999999999;s:10:""ball_gra_c"";d:186.19999999999999;s:10:""ball_gra_p"";d:163.09999999999999;s:14:""avg_ball_gra_c"";d:199.80000000000001;s:14:""avg_ball_gra_p"";d:184.40000000000001;}",0,2020,101,21,22
41610,5110100213,,Matematika va informatika (Uchquduq tumani),Matematika va informatika (Uchquduq tumani),Matematika va informatika (Uchquduq tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:50;s:7:""place_c"";i:5;s:7:""place_p"";d:15.5;s:10:""ball_con_c"";d:155.09999999999999;s:10:""ball_con_p"";d:157.5;s:14:""avg_ball_con_c"";d:173.19999999999999;s:14:""avg_ball_con_p"";d:164.40000000000001;s:10:""ball_gra_c"";d:209.5;s:10:""ball_gra_p"";d:178.09999999999999;s:14:""avg_ball_gra_c"";d:215.30000000000001;s:14:""avg_ball_gra_p"";d:194.40000000000001;}",0,2020,101,21,22
41611,5110100214,,Matematika va informatika (Xatirchi tumani),Matematika va informatika (Xatirchi tumani),Matematika va informatika (Xatirchi tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:20;s:7:""quote_p"";d:120;s:7:""place_c"";i:12;s:7:""place_p"";i:10;s:10:""ball_con_c"";d:158.19999999999999;s:10:""ball_con_p"";d:160.30000000000001;s:14:""avg_ball_con_c"";d:159.80000000000001;s:14:""avg_ball_con_p"";d:179.59999999999999;s:10:""ball_gra_c"";d:163;s:10:""ball_gra_p"";d:218.19999999999999;s:14:""avg_ball_gra_c"";d:184.30000000000001;s:14:""avg_ball_gra_p"";d:221.09999999999999;}",0,2020,101,21,22
41612,5110200208,,Fizika va astronomiya (Konimex tumani),Fizika va astronomiya (Konimex tumani),Fizika va astronomiya (Konimex tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:20;s:7:""place_c"";d:8.5;s:7:""place_p"";d:9.5;s:10:""ball_con_c"";d:155.30000000000001;s:10:""ball_con_p"";d:145.09999999999999;s:14:""avg_ball_con_c"";d:159.30000000000001;s:14:""avg_ball_con_p"";d:167.40000000000001;s:10:""ball_gra_c"";d:167.19999999999999;s:10:""ball_gra_p"";d:212.09999999999999;s:14:""avg_ball_gra_c"";d:187.09999999999999;s:14:""avg_ball_gra_p"";d:217.09999999999999;}",0,2020,101,21,22
41613,5110200212,,Fizika va astronomiya (Tomdi tumani),Fizika va astronomiya (Tomdi tumani),Fizika va astronomiya (Tomdi tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:90;s:7:""quote_p"";d:30;s:7:""place_c"";i:16;s:7:""place_p"";i:6;s:10:""ball_con_c"";d:135.19999999999999;s:10:""ball_con_p"";d:136.30000000000001;s:14:""avg_ball_con_c"";d:145.59999999999999;s:14:""avg_ball_con_p"";d:158.40000000000001;s:10:""ball_gra_c"";d:166.30000000000001;s:10:""ball_gra_p"";d:202.5;s:14:""avg_ball_gra_c"";d:186.5;s:14:""avg_ball_gra_p"";d:210.69999999999999;}",0,2020,101,21,22
41614,5110300208,,Kimyo (Konimex tumani),Kimyo (Konimex tumani),Kimyo (Konimex tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:90;s:7:""place_c"";d:11.5;s:7:""place_p"";i:14;s:10:""ball_con_c"";d:120.5;s:10:""ball_con_p"";d:135.09999999999999;s:14:""avg_ball_con_c"";d:141.30000000000001;s:14:""avg_ball_con_p"";d:155.5;s:10:""ball_gra_c"";d:183;s:10:""ball_gra_p"";d:196.19999999999999;s:14:""avg_ball_gra_c"";d:197.69999999999999;s:14:""avg_ball_gra_p"";d:206.5;}",0,2020,101,21,22
41615,5110300212,,Kimyo (Tomdi tumani),Kimyo (Tomdi tumani),Kimyo (Tomdi tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:70;s:7:""place_c"";d:9.5;s:7:""place_p"";d:12.5;s:10:""ball_con_c"";d:121.09999999999999;s:10:""ball_con_p"";d:153.19999999999999;s:14:""avg_ball_con_c"";d:140.80000000000001;s:14:""avg_ball_con_p"";d:170.19999999999999;s:10:""ball_gra_c"";d:180.30000000000001;s:10:""ball_gra_p"";d:204.19999999999999;s:14:""avg_ball_gra_c"";d:195.90000000000001;s:14:""avg_ball_gra_p"";d:211.80000000000001;}",0,2020,101,21,22
41616,5110300213,,Kimyo (Uchquduq tumani),Kimyo (Uchquduq tumani),Kimyo (Uchquduq tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:80;s:7:""quote_p"";d:70;s:7:""place_c"";d:11.5;s:7:""place_p"";d:6.5;s:10:""ball_con_c"";d:123.09999999999999;s:10:""ball_con_p"";d:126;s:14:""avg_ball_con_c"";d:136.09999999999999;s:14:""avg_ball_con_p"";d:156.40000000000001;s:10:""ball_gra_c"";d:162.19999999999999;s:10:""ball_gra_p"";d:217.19999999999999;s:14:""avg_ball_gra_c"";d:183.80000000000001;s:14:""avg_ball_gra_p"";d:220.5;}",0,2020,101,21,22
41617,5110400213,,Biologiya (Uchquduq tumani),Biologiya (Uchquduq tumani),Biologiya (Uchquduq tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:70;s:7:""quote_p"";d:80;s:7:""place_c"";d:15.5;s:7:""place_p"";d:5.5;s:10:""ball_con_c"";d:134.09999999999999;s:10:""ball_con_p"";d:146.30000000000001;s:14:""avg_ball_con_c"";d:153.80000000000001;s:14:""avg_ball_con_p"";d:166.90000000000001;s:10:""ball_gra_c"";d:193.19999999999999;s:10:""ball_gra_p"";d:208.09999999999999;s:14:""avg_ball_gra_c"";d:204.5;s:14:""avg_ball_gra_p"";d:214.40000000000001;}",0,2020,101,21,22
41618,5110500214,,Geografiya va iqtisodiy bilim asoslari (Xatirchi tumani),Geografiya va iqtisodiy bilim asoslari (Xatirchi tumani),Geografiya va iqtisodiy bilim asoslari (Xatirchi tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:90;s:7:""quote_p"";d:80;s:7:""place_c"";d:8.5;s:7:""place_p"";i:5;s:10:""ball_con_c"";d:135.5;s:10:""ball_con_p"";d:122.2;s:14:""avg_ball_con_c"";d:146.19999999999999;s:14:""avg_ball_con_p"";d:146;s:10:""ball_gra_c"";d:167.5;s:10:""ball_gra_p"";d:193.5;s:14:""avg_ball_gra_c"";d:187.30000000000001;s:14:""avg_ball_gra_p"";d:204.69999999999999;}",0,2020,101,21,22
41619,5110600208,,Tarix (Konimex tumani),Tarix (Konimex tumani),Tarix (Konimex tumani),,2020-07-12 16:43:14,2020-07-12 16:43:14,"O:27:""common\models\AdmissionData"":18:{s:4:""name"";N;s:9:""test_code"";N;s:15:""speciality_code"";N;s:8:""subject1"";N;s:8:""subject2"";N;s:8:""subject3"";N;s:7:""quote_c"";d:90;s:7:""quote_p"";d:70;s:7:""place_c"";d:11.5;s:7:""place_p"";d:5.5;s:10:""ball_con_c"";d:133.30000000000001;s:10:""ball_con_p"";d:150.09999999999999;s:14:""avg_ball_con_c"";d:161.30000000000001;s:14:""avg_ball_con_p"";d:155.09999999999999;s:10:""ball_gra_c"";d:217.19999999999999;s:10:""ball_gra_p"";d:165.19999999999999;s:14:""avg_ball_gra_c"";d:220.5;s:14:""avg_ball_gra_p"";d:185.80000000000001;}",0,2020,101,21,22
